concentrationgmuhflower,6
tremont,181
nomeanppbuhfnorthern,42
west,379
childrenuhfhigh,15
omeanppbboroughstaten,15
uhfhunts,5
childrenuhfsunset,15
meanmcgmcdfort,42
milecdrockaway,9
omeanppbuhfgramercy,15
concentrationgmcdthrogs,2
hillyear,1
new,379
adultsuhfpelham,30
bushwickyear,2
concentrationgmuhfgreenpoint,6
astoria,181
benzeneannual,203
siyear,2
omeanppbcdhillcrest,15
nomeanppbuhffresh,42
omeanppbcdjamaica,15
kmnumberuhfridgewood,6
concentrationgmcdbedford,2
hillssummer,84
omeanppbuhfbensonhurst,30
canarsie,110
omeanppbuhfnorthern,15
meanmcgmcdsheepshead,42
milecdbensonhurst,9
neckyear,3
kmnumberuhfgreenpoint,6
morrisaniawinter,28
meanmcgmcdbayside,42
university,110
mileuhfport,9
concentrationgmcdlower,2
chinatown,110
meanmcgmboroughbrooklynwinter,14
bushwickannual,56
nomeanppbboroughqueensannual,14
omeanppbcdflatbush,15
concentrationgmcdelmhurst,2
dioxide,5922
concentrationgmcdwoodside,2
meanmcgmcdsunset,42
and,4860
uhfsunset,5
concentrationgmcdhunts,2
department,480
concentrationgmuhfkingsbridge,6
haven,181
nomeanppbcdbayside,42
uhfborough,5
meanmcgmuhfdowntown,84
mileuhfconey,9
omeanppbcdgreenpoint,15
mileuhfupper,18
astoriayear,2
queens,213
yorksummer,84
meanmcgmcdcentral,42
nomeanppbcdcrown,42
traveled,642
omeanppbcdeast,45
omeanppbuhfhigh,15
meanmcgmcdbrownsville,42
milesper,963
childrencitywidenew,15
childrenuhfbedford,15
milecdmorris,9
omeanppbcdfinancial,15
adultsuhfhigh,30
heightswinter,168
nomeanppbuhfwillowbrookannual,14
uhfjamaica,5
milecdelmhurst,9
nomeanppbuhfwest,84
meadows,181
mileuhfwest,9
sidegramercyannual,28
ridgesummer,84
annual,3372
nametime,1
concentrationgmcdmott,2
slopeyear,2
meanmcgmuhfcrotona,42
nomeanppbcdwashington,42
nomeanppbcdtottenville,42
meanmcgmcdkew,42
kmnumberuhfwashington,6
meanmcgmboroughqueensannual,14
adultsuhfgreenpoint,30
nomeanppbcdqueens,42
milecdsouth,27
milecdhighbridge,9
kmnumberuhflong,6
meanmcgmuhfwillowbrookannual,14
meanmcgmuhfsouthern,42
uhfconey,5
namegeo,1
meanmcgmcdfordham,42
omeanppbuhfcrotona,15
adultsuhfconey,30
mileuhffresh,9
sideannual,112
omeanppbboroughbronxsummer,14
havenwinter,28
nomeanppbcdmorrisania,42
meanmcgmcdborough,42
meanmcgmuhfwillowbrookwinter,14
nomeanppbuhfwillowbrookwinter,14
manhattan,71
uhfbedford,5
omeanppbcdwashington,15
meanmcgmcdbelmont,42
meanmcgmcdclinton,42
astoriasummer,84
milecdbayside,9
omeanppbcdconey,15
nomeanppbboroughmanhattanwinter,14
adultsuhfunion,30
concentrationgmcdmorningside,2
omeanppbcdelmhurst,15
sidegramercywinter,28
baysummer,84
concentrationgmuhfbensonhurst,6
meanmcgmuhflower,42
meanmcgmuhfchelsea,42
mileuhfwillowbrook,9
bedford,110
tottenvillesummer,42
uhfgramercy,5
nomeanppbcdflatlands,42
kmnumberuhfsouth,6
meanmcgmuhfwest,84
mileuhfkingsbridge,9
concentrationgmcdtottenville,2
omeanppbuhfchelsea,15
clearviewwinter,56
uhfbensonhurst,5
milecdwoodside,9
concentrationgmcdbay,2
rateper,720
town,110
omeanppbcdbay,15
meanmcgmcdhighbridge,42
nomeanppbcdmidtown,42
omeanppbboroughmanhattansummer,14
uhfridgewood,5
meanmcgmcdmott,42
adultsuhfsouthwest,30
meanmcgmboroughbrooklynsummer,14
district,110
adultsuhfwashington,30
cdyear,59
nomeanppbcdsunset,42
childrenuhflong,15
mileuhfgreenpoint,9
mileuhfcrotona,9
childrenuhfupper,30
childrenuhfcentral,15
lefferts,110
astoriawinter,56
concentrationgmcdflatlands,2
omeanppbuhffordham,30
milecdfort,9
uhfeast,15
ozone,2225
concentrationgmcdgreenwich,2
omeanppbuhfupper,60
concentrationgmcdpark,2
concentrationgmboroughbronx,6
nomeanppbuhfsouthwest,84
meanmcgmboroughmanhattanwinter,14
nox,96
kmnumberuhfstapleton,6
meanmcgmcdparkchester,42
havensummer,42
nomeanppbuhfwashington,84
milecdgreenwich,9
omeanppbuhfhunts,15
kmnumberuhfwillowbrook,6
sohoyear,1
estimated,480
citysummer,42
meanmcgmcdeast,126
sisummer,84
mileuhfchelsea,9
concentrationgmcdrockaway,2
concentrationgmcdeast,6
meanmcgmcdflatbush,42
adultsuhfflushing,30
meanmcgmcdpark,42
meanmcgmboroughqueenswinter,14
meanmcgmboroughmanhattanannual,14
mileuhfunion,9
meanmcgmuhffresh,42
nomeanppbuhfwilliamsburg,84
nomeanppbboroughbrooklynsummer,14
concentrationgmcdconey,2
meadowsannual,56
nomeanppbuhffordham,84
adultsuhfcentral,30
omeanppbcdmidtown,15
omeanppbuhfgreenpointsummer,28
concentrationgmcdbelmont,2
broad,110
omeanppbuhfridgewood,30
meanmcgmcdwilliamsbridge,42
concentrationgmcdqueens,2
maspeth,110
kmnumberuhfupper,12
adultsuhflong,30
nomeanppbuhfchelseavillagewinter,14
bronxannual,84
slope,181
kmnumberuhfhigh,6
mileuhffordham,9
meanmcgmcdlower,42
childrenboroughmanhattan,15
nomeanppbcdlong,42
mileuhfflushing,9
concentrationgmuhfnortheast,6
milecdst,9
clintonyear,1
concentrationgmcdrego,2
longwood,110
milecdthrogs,9
mileuhfbayside,9
pkwinter,56
meanmcgmboroughbronxannual,14
omeanppbuhfbayside,30
meanmcgmuhfchelseavillageannual,14
childrenboroughqueens,15
vehicle,963
nomeanppbboroughbronxwinter,14
concourse,110
hillwinter,28
nomeanppbuhfport,42
islandyear,1
meanmcgmuhfrockawayssummer,28
meanmcgmboroughstaten,42
idindicator,1
omeanppbuhfeast,90
omeanppbcdriverdale,15
childrenuhffresh,15
meanmcgmuhfcanarsie,84
flatlandssummer,84
concentrationgmcdstuyvesant,2
concentrationgmboroughbrooklyn,6
parksummer,168
great,110
milecdbedford,9
concentrationgmuhfstapleton,6
meanmcgmuhfsouth,84
adultsuhfrockaways,30
morrisania,71
milecdlower,9
nomeanppbuhfbayside,84
concentrationgmuhfeast,18
willowbrook,110
kmnumberuhffresh,6
childrenuhfgreenwich,15
mott,170
nomeanppbcdhighbridge,42
concentrationgmuhfflushing,6
omeanppbcdmorrisania,15
omeanppbcdrego,15
nomeanppbuhfsouth,84
sidegramercyyear,1
island,829
concentrationgmuhfconey,6
concentrationgmcdbushwick,2
mileuhfjamaica,9
queenswinter,168
nomeanppbcdbay,42
boroughqueens,5
square,1133
concentrationgmuhfwilliamsburg,6
meanmcgmcdst,42
formaldehydeannual,203
mileuhfborough,9
heightsannual,168
morrisaniaannual,28
adultsuhfhunts,30
squarelower,99
nomeanppbuhfgreenpointannual,28
concentrationgmuhfcentral,6
howard,110
nomeanppbcdbedford,42
point,280
kmnumberuhfcentral,6
slopeannual,56
visits,965
east,769
mileboroughqueens,9
adultsuhfnortheast,30
childrenuhfgramercy,15
georgeyear,1
bayyear,2
park,862
mileuhfhunts,9
harlem,560
mileuhfcanarsie,9
omeanppbuhfborough,30
georgewinter,28
meanmcgmuhfflushing,84
meanmcgmcdsouth,126
bushwickwinter,56
omeanppbcdparkchester,15
omeanppbuhfjamaicayear,2
omeanppbcdbedford,15
nomeanppbuhfborough,84
nomeanppbcdsouth,126
milecdpark,9
concentrationgmcdcentral,2
omeanppbcdridgewood,15
heights,1692
concentrationgmcdparkchester,2
nomeanppbuhfsunset,84
hollis,110
nomeanppbcdwilliamsbridge,42
adultsboroughbronx,30
omeanppbuhfsunset,30
milecdeast,27
concentrationgmuhfcanarsie,6
riverdale,71
kmnumberuhfgreenwich,6
uhfkingsbridge,5
meanmcgmcdrego,42
neckwinter,84
flatbush,450
nomeanppbuhfcrotona,42
richmondannual,28
milecdmorrisania,9
milecdmott,9
milecdhunts,9
bay,560
riverdaleannual,56
meanmcgmuhfwilliamsburg,84
deaths,480
concentrationgmuhfcrotona,6
tottenvilleannual,28
meanmcgmcdmorrisania,42
omeanppbuhfwilliamsburg,30
uhfhigh,5
nomeanppbboroughbrooklynwinter,14
nomeanppbuhfjamaicawinter,28
nomeanppbcdriverdale,42
average,4495
omeanppbcdthrogs,15
gardens,330
omeanppbcdgreenwich,15
adultsuhfupper,60
omeanppbuhfpelham,30
mileuhfeast,27
nomeanppbuhfnortheast,84
meanmcgmcdmorningside,42
kmnumberuhfport,6
manhattansummer,84
milecdcentral,9
milecdridgewood,9
concentrationgmuhfwest,6
concentrationgmcdsheepshead,2
mileboroughmanhattan,9
uhfcanarsie,5
soho,181
neckannual,84
uhfwashington,5
omeanppbuhfstapleton,15
cd,649
kmnumberuhfsoutheast,6
nomeanppbuhfrockawayswinter,28
nomeanppbuhfcentral,84
meanmcgmuhfwashington,84
concentrationgmcitywidenew,6
omeanppbuhfkingsbridge,30
nomeanppbboroughbronxsummer,14
mileuhfsunset,9
childrenboroughbronx,15
meanmcgmcdjamaica,42
riverdalewinter,56
trucksmillion,321
under,729
concentrationgmcdfinancial,2
childrenuhfwilliamsburg,15
murray,170
kmnumberuhfdowntown,6
omeanppbcdrockaway,15
nomeanppbcdfort,42
nomeanppbuhfjamaicaannual,28
emergency,965
mileuhfgramercy,9
nomeanppbuhfrockawaysannual,28
meanmcgmcdflatlands,42
bronxdale,110
concentrationgmcdjackson,2
nomeanppbboroughstaten,42
milecdmidtown,9
nomeanppbcdstuyvesant,42
meanmcgmuhfgreenpointwinter,28
meanmcgmuhfjamaicasummer,28
boroughstaten,5
childrenuhflower,15
ridgeannual,56
childrenuhfport,15
adultsuhfeast,90
omeanppbboroughqueensyear,1
meanmcgmcdhunts,42
nomeanppbuhfunion,84
meanmcgmcdjackson,42
richmondwinter,28
nomeanppbcdlower,42
little,379
milecdhillcrest,9
nomeanppbuhfsouthern,42
meanmcgmuhfgreenpointannual,28
richmondyear,1
omeanppbuhffresh,15
rate,1689
meanmcgmuhfgreenwich,42
meanmcgmuhfeast,252
childrenuhfcrotona,15
concentrationgmcdbrownsville,2
emissions,288
omeanppbuhfport,15
meanmcgmcdupper,84
meanmcgmcdbay,42
omeanppbcdkew,15
manhattanwinter,56
omeanppbuhflower,15
boroughmanhattan,5
pksummer,84
beach,390
pmestimated,720
adultsuhfsoutheast,30
fresh,110
milecdkew,9
clearviewannual,56
omeanppbcdbayside,15
omeanppbcdtottenville,15
omeanppbcdsheepshead,15
omeanppbcdmorris,15
uhflower,5
milecdgreenpoint,9
childrenuhfsouth,15
concentrationgmuhfbedford,6
meanmcgmcdgreenwich,42
williamsburg,110
stuyvesant,379
milecdflushing,9
kmnumberuhfcanarsie,6
join,1
pkannual,56
crown,379
lower,170
omeanppbcdcentral,15
nomeanppbcdgreenpoint,42
bronxyear,3
concentrationgmboroughqueens,6
adultsuhfgreenwich,30
nomeanppbuhfrockawayssummer,28
kmnumberboroughqueens,6
concentrationgmcdfort,2
omeanppbboroughmanhattanyear,1
omeanppbuhfsouth,30
omeanppbuhfchelseavillageyear,1
nomeanppbboroughmanhattansummer,14
omeanppbboroughbrooklynyear,1
nomeanppbuhfupper,168
adultsboroughmanhattan,30
milecdrego,9
concentrationgmuhfunion,6
nomeanppbuhfridgewood,84
uhfcrotona,5
georgeannual,28
mileuhfdowntown,9
summer,141
concentrationgmcdflushing,2
childrenuhfwillowbrook,15
nomeanppbuhfconey,84
nomeanppbuhflong,84
uhfcentral,5
whitestone,110
meanmcgmcdgreenpoint,42
side,543
nomeanppbuhfbedford,84
kmnumberuhfnortheast,6
morningside,269
childrenuhfsoutheast,15
necksummer,126
prospect,110
concentrationgmcdridgewood,2
nomeanppbboroughbronxannual,14
kmnumberuhfgramercy,6
childrenuhfwest,15
sidesummer,168
childrenboroughstaten,15
nomeanppbuhfchelseavillageannual,14
meanmcgmuhfgreenpointsummer,28
pkyear,2
adultsuhfgramercy,30
bronxwinter,84
nomeanppbcdcentral,42
uhfstapleton,5
childrenuhfbensonhurst,15
nomeanppbcdparkchester,42
fine,5922
tremontyear,1
meanmcgmboroughbronxwinter,14
omeanppbcdborough,15
havenyear,1
flatlands,71
kmnumberuhfbedford,6
idgeo,1
omeanppbuhfwillowbrookyear,1
omeanppbcdlower,15
nomeanppbcdpark,42
turtle,110
kmnumberuhffordham,6
riverdaleyear,2
stapleton,110
baychester,110
melrose,110
milecdupper,18
nomeanppbcdflatbush,42
uhflong,5
concentrationgmuhfsouthwest,6
bronx,340
childrenuhfnortheast,15
omeanppbuhfbedford,30
sohoannual,28
kmnumberuhfhunts,6
kmnumberuhfrockaways,6
adultsboroughqueens,30
morrisaniayear,1
nomeanppbcdeast,126
nomeanppbboroughbrooklynannual,14
milecdconey,9
adultscitywidenew,30
total,288
concentrationgmcdflatbush,2
omeanppbboroughbronxyear,1
omeanppbuhfwest,30
hillsummer,42
uhfdowntown,5
childrenborough,9
childrenuhfrockaways,15
nomeanppbcdmott,42
nomeanppbcdflushing,42
nomeanppbuhfcanarsie,84
nomeanppbcdkingsbridge,42
mileuhfpelham,9
meanmcgmuhfjamaicaannual,28
adultsuhffresh,30
childrenuhfridgewood,15
outdoor,406
nomeanppbuhfjamaicasummer,28
kmnumberboroughbrooklyn,6
due,2409
meanmcgmcdcrown,42
slopewinter,56
pk,71
omeanppbcitywidenew,15
richmondsummer,42
pm,6498
heightsyear,6
adultsuhfbedford,30
kmnumberuhfunion,6
childrenuhfpelham,15
milecdwilliamsbridge,9
omeanppbboroughqueenssummer,14
childrenuhfjamaica,15
meanmcgmcdelmhurst,42
nomeanppbcdkew,42
parkannual,112
mileuhfhigh,9
kmnumbercitywidenew,6
midwood,110
concentrationgmuhfhunts,6
georgesummer,42
particles,5922
respiratory,480
milecdsunset,9
richmond,71
harlemyear,2
meanmcgmuhfstapleton,42
asthma,1449
concentrationgmuhfsunset,6
meanmcgmcdkingsbridge,42
omeanppbuhfflushing,30
meanmcgmcdriverdale,42
boroughbronx,5
adultsuhfjamaica,30
unique,1
sidewinter,112
bridge,170
clearview,71
milecdstuyvesant,9
meanmcgmuhfkingsbridge,84
meadowssummer,84
idnamemeasuremeasure,1
meanmcgmuhfrockawayswinter,28
kmnumberuhfflushing,6
meanmcgmuhfconey,84
nomeanppbcdrockaway,42
clearviewsummer,84
nomeanppbcdjamaica,42
carsmillion,321
nomeanppbuhfchelseavillagesummer,14
meanmcgmuhfunion,84
kmnumberboroughbronx,6
meanmcgmuhflong,84
mileuhfstapleton,9
meanmcgmuhfnortheast,84
omeanppbcdqueens,15
uhfunion,5
george,181
flatbushsummer,84
so,96
mileuhfnortheast,9
st,170
omeanppbuhfwillowbrooksummer,14
bronxsummer,126
cardiovascular,240
nomeanppbuhfpelham,84
nomeanppbuhfhigh,42
omeanppbcdlong,15
concentrationgmcdst,2
hill,71
adultsuhfwest,30
queensannual,168
omeanppbuhfgreenpointyear,2
nomeanppbuhfbensonhurst,84
to,2409
concentrationgmuhfridgewood,6
milecdflatbush,9
hospitalizations,964
meanmcgmuhfrockawaysannual,28
kmnumberuhfborough,6
adultsuhfsouth,30
meanmcgmcdwoodside,42
omeanppbuhfjamaicasummer,28
slopesummer,84
meanmcgmcdthrogs,42
nomeanppbcdmorningside,42
omeanppbcdbelmont,15
meanmcgmboroughbronxsummer,14
nomeanppbcdjackson,42
omeanppbcdfordham,15
neckfresh,99
concentrationgmcdbensonhurst,2
mileuhfcentral,9
riverdalesummer,84
morrisaniasummer,42
flatlandsannual,56
crotona,110
hillsyear,2
hillannual,28
childrenuhfflushing,15
parkwinter,112
meanmcgmuhfcentral,84
meadowswinter,56
concentrationgmuhfwashington,6
milecdbay,9
milecdtottenville,9
nomeanppbcdbensonhurst,42
mileuhfrockaways,9
kills,110
nomeanppbcdconey,42
milecdcrown,9
omeanppbcdst,15
milecdbushwick,9
flatlandswinter,56
clearviewyear,2
milecdbelmont,9
meanmcgmcitywidenew,42
nomeanppbcdst,42
queensyear,6
nomeanppbuhfgreenwich,42
milecdqueens,9
omeanppbuhflong,30
omeanppbuhfrockawaysyear,2
uhfwilliamsburg,5
milecdriverdale,9
meanmcgmcdstuyvesant,42
adultsuhfwilliamsburg,30
uhfsouthwest,5
nomeanppbuhfgreenpointsummer,28
omeanppbcdbrownsville,15
mileuhfsouth,9
omeanppbcdbensonhurst,15
meanmcgmcdconey,42
mileuhfgreenwich,9
omeanppbcdwilliamsbridge,15
omeanppbcdsunset,15
meanmcgmuhfsoutheast,84
meanmcgmcdflushing,42
childrenuhfsouthwest,15
type,1
childrenuhfcanarsie,15
concentrationgmuhfjamaica,6
nomeanppbuhfkingsbridge,84
heightssummer,252
sideyear,4
kmnumberuhfkingsbridge,6
astoriaannual,56
nomeanppbuhfsoutheast,84
ridgewinter,56
meanmcgmuhfsunset,84
nomeanppbcdrego,42
concentrationgmuhfborough,6
omeanppbcdclinton,15
concentrationgmuhfgramercy,6
mileuhfsoutheast,9
milecdfinancial,9
concentrationgmcdhillcrest,2
omeanppbuhfchelseavillagesummer,14
adultsuhfsunset,30
adultsuhflower,30
adultsboroughbrooklyn,30
flatbushyear,2
boroughbrooklyn,5
concentrationgmcdwashington,2
kmnumberuhfbayside,6
uhfflushing,5
bushwick,71
meanmcgmuhfwillowbrooksummer,14
manhattanannual,56
childrenuhfkingsbridge,15
childrenuhfeast,45
baywinter,56
kmnumberuhfwest,6
starrett,110
sidegramercysummer,42
meanmcgmcdfinancial,42
adultsuhfbensonhurst,30
milecitywidenew,9
concentrationgmcdborough,2
mileboroughbrooklyn,9
uhfpelham,5
concentrationgmuhfchelsea,6
tremontwinter,28
omeanppbcdbushwick,15
boiler,288
clintonsummer,42
place,1
meanmcgmcdbushwick,42
carroll,110
meanmcgmuhfhigh,42
coop,110
meanmcgmuhfbensonhurst,84
kmnumberboroughmanhattan,6
uhfnortheast,5
concentrationgmcdkew,2
omeanppbcdstuyvesant,15
omeanppbuhfcentral,30
concentrationgmcdmorrisania,2
nomeanppbuhfdowntown,84
omeanppbuhfsouthern,15
concentrationgmcdlong,2
omeanppbcdcrown,15
concentrationgmuhfport,6
concentrationgmcdjamaica,2
adultsuhfkingsbridge,30
omeanppbcdflatlands,15
cityyear,1
nomeanppbuhfhunts,42
tottenvillewinter,28
omeanppbcdkingsbridge,15
omeanppbcdupper,30
meadowsyear,2
nomeanppbboroughmanhattanannual,14
uhffresh,5
nomeanppbcdmorris,42
kmnumberuhfpelham,6
milecdclinton,9
kmnumberuhfsouthwest,6
adultsuhfridgewood,30
meanmcgmuhfjamaicawinter,28
nomeanppbcdridgewood,42
adultsuhfcrotona,30
woodhaven,110
meanmcgmboroughbrooklynannual,14
concentrationgmuhfupper,12
citywinter,28
concentrationgmcdbayside,2
cdsummer,2478
ozoneestimated,1209
meanmcgmcdbedford,42
havenannual,28
uhfport,5
hills,181
meanmcgmboroughqueenssummer,14
throgs,269
childrenuhfwashington,15
milecdbrownsville,9
kmnumberuhfchelsea,6
mileuhflong,9
islandannual,28
mileuhflower,9
kmnumberuhfconey,6
mileuhfwilliamsburg,9
concentrationgmuhfwillowbrook,6
village,390
meanmcgmboroughmanhattansummer,14
adultsuhfbayside,30
concentrationgmuhfbayside,6
kmnumberuhfcrotona,6
concentrationgmcdupper,4
nomeanppbboroughqueenswinter,14
siannual,56
meanmcgmcdrockaway,42
sohowinter,28
concentrationgmcdkingsbridge,2
nomeanppbcdthrogs,42
meanmcgmcdbensonhurst,42
kmnumberuhfbensonhurst,6
omeanppbuhfsoutheast,30
york,351
greene,110
